,visitor_id,date_time,location,ins_factor,product_prices,tra_rec_index,ins_rec_index,order_price
366,41b4ab38-f470-444e-9ccb-6082eb651047,2020-12-03 06:51:45,Florida,1,"[16, 28, 12, 10, 23, 15, 26, 20, 25, 19]","[2, 1, 10, 4, 8, 7, 9, 5, 6]",[3],98
367,899bc6a2-1bc2-41a7-8e35-5fa8ac65167e,2020-12-03 06:51:46,New York,10,"[12, 14, 11, 17, 25, 24, 27, 26, 19, 16]",[],"[8, 3, 5, 7, 2, 6, 10, 1, 9, 4]",84
368,ebf16748-a8d4-4ca8-bd99-abac4968547f,2020-12-03 06:51:46,New York,7,"[22, 23, 18, 19, 25, 14, 21, 15, 20, 16]","[10, 5, 6]","[4, 7, 8, 3, 9, 2, 1]",59
369,15d6ee6e-f4ce-4908-8378-30fd3dd764dc,2020-12-03 06:51:46,Texas,6,"[22, 21, 19, 28, 10, 11, 18, 29, 14, 26]","[3, 2, 1, 7]","[8, 4, 5, 6, 10, 9]",59
370,f89e4fe4-b017-4bad-8db7-f35279dd0bab,2020-12-03 06:51:46,New York,10,"[21, 27, 18, 29, 11, 25, 14, 10, 24, 16]",[],"[8, 3, 2, 5, 6, 1, 10, 9, 7, 4]",31
371,e1400213-7453-4d25-bd3b-7ca27879b5ef,2020-12-03 06:51:46,Florida,3,"[29, 11, 15, 19, 17, 16, 14, 24, 22, 25]","[5, 8, 1, 6, 10, 4, 3]","[9, 7, 2]",88
372,0a9ae16c-5768-473f-ad50-03a87532c31f,2020-12-03 06:51:46,California,8,"[27, 20, 21, 28, 12, 24, 11, 23, 26, 22]","[2, 6]","[1, 10, 5, 3, 8, 9, 4, 7]",27
373,b33b7b1a-bb31-4d1c-92f2-d4c11ffbc56e,2020-12-03 06:51:46,Texas,1,"[29, 10, 27, 25, 16, 21, 19, 18, 28, 24]","[8, 6, 3, 7, 5, 10, 4, 9, 1]",[2],87
374,2baaac57-dada-4e5a-94cc-afeece1d4822,2020-12-03 06:51:46,Florida,9,"[13, 21, 26, 15, 25, 28, 23, 22, 27, 12]",[1],"[8, 6, 5, 10, 3, 9, 2, 4, 7]",50
375,bb884ec7-eb8e-41b7-9e19-a3824c60d833,2020-12-03 06:51:46,Texas,3,"[13, 23, 14, 24, 15, 20, 27, 18, 21, 11]","[3, 5, 6, 2, 8, 9, 4]","[10, 1, 7]",11
376,a4339521-e70b-41ed-bca7-2f67dde83133,2020-12-03 06:51:46,New York,5,"[29, 20, 17, 13, 16, 12, 25, 15, 24, 28]","[9, 4, 1, 8, 5]","[3, 2, 10, 6, 7]",81
377,17ff0102-9771-4f78-b2d9-ab703e7720e7,2020-12-03 06:51:46,Georgia,8,"[21, 18, 13, 25, 12, 29, 22, 16, 20, 19]","[1, 8]","[4, 9, 2, 5, 7, 3, 10, 6]",0
378,0740efc7-4164-4822-8250-adb44c29d41e,2020-12-03 06:51:46,New York,5,"[16, 12, 11, 14, 15, 29, 22, 13, 18, 26]","[2, 1, 6, 5, 4]","[9, 3, 8, 10, 7]",25
379,64713a5d-4a51-4cb1-8054-4fba1f9b504e,2020-12-03 06:51:46,Georgia,3,"[17, 23, 12, 29, 13, 10, 25, 18, 15, 24]","[2, 9, 4, 7, 3, 6, 1]","[10, 5, 8]",47
380,f2fa190a-ed74-4f5e-9d20-da16deca5d14,2020-12-03 06:51:46,Florida,8,"[16, 15, 13, 14, 27, 24, 26, 10, 25, 11]","[6, 10]","[7, 9, 5, 2, 8, 4, 1, 3]",87
381,271b87ab-3268-4ba6-bf72-306bcc2cf3cf,2020-12-03 06:51:46,Florida,5,"[28, 22, 23, 24, 29, 26, 15, 12, 14, 19]","[2, 5, 4, 9, 7]","[10, 1, 3, 8, 6]",28
382,cc4bbac1-2427-4f6f-adc3-95c107976039,2020-12-03 06:51:46,Georgia,1,"[24, 16, 17, 14, 12, 19, 23, 21, 26, 20]","[6, 3, 1, 2, 4, 5, 9, 10, 8]",[7],67
383,eba46b0c-68c6-48ab-8a00-4d8c9d15f6cd,2020-12-03 06:51:46,Florida,1,"[15, 28, 22, 27, 17, 23, 18, 13, 26, 16]","[4, 3, 5, 2, 10, 6, 9, 8, 1]",[7],43
384,eade50f7-6533-443a-9687-36fc0a8765c9,2020-12-03 06:51:46,Florida,6,"[19, 22, 14, 27, 13, 16, 23, 10, 17, 18]","[2, 3, 10, 1]","[8, 4, 5, 9, 6, 7]",36
385,060fef22-5ffd-48d1-af26-885302076d89,2020-12-03 06:51:46,California,1,"[17, 15, 11, 18, 29, 14, 16, 19, 22, 12]","[3, 1, 5, 7, 8, 4, 10, 9, 2]",[6],25
386,05ca7f05-238e-4a3c-bf30-a39445a400c8,2020-12-03 06:51:46,Florida,3,"[29, 28, 10, 21, 13, 14, 26, 24, 23, 19]","[1, 8, 5, 2, 9, 6, 7]","[3, 10, 4]",55
387,277de5f9-1542-41f1-a45e-07b0fcd19e07,2020-12-03 06:51:46,Florida,6,"[21, 26, 18, 25, 24, 13, 29, 22, 11, 15]","[9, 2, 1, 4]","[5, 10, 3, 6, 8, 7]",38
388,18bc3068-36b3-449e-86c3-cb60660c611f,2020-12-03 06:51:46,Georgia,5,"[27, 24, 13, 10, 17, 29, 15, 26, 16, 12]","[9, 7, 8, 3, 10]","[4, 2, 6, 5, 1]",3
389,4047123d-160e-40a4-847a-f355fd360dcb,2020-12-03 06:51:46,Georgia,2,"[16, 27, 12, 19, 24, 20, 29, 10, 25, 14]","[8, 5, 7, 3, 1, 4, 2, 10]","[9, 6]",79
390,ea181b14-20db-4bba-87ad-9b0ebf50798b,2020-12-03 06:51:46,California,2,"[27, 15, 10, 11, 18, 24, 17, 12, 25, 29]","[7, 3, 10, 8, 4, 1, 9, 5]","[2, 6]",25
391,a7a99269-4c3f-4e62-bd01-236fe3167182,2020-12-03 06:51:46,New York,10,"[25, 27, 22, 26, 16, 28, 18, 15, 14, 24]",[],"[4, 5, 7, 6, 9, 2, 3, 8, 1, 10]",98
392,6e39c8cc-b8ef-4e74-af31-deb037a6a238,2020-12-03 06:51:46,California,4,"[14, 23, 26, 27, 25, 17, 22, 18, 13, 24]","[5, 8, 7, 1, 2, 10]","[6, 9, 4, 3]",8
393,a60c5c21-c838-43eb-866e-e9f1c379a4b6,2020-12-03 06:51:46,New York,7,"[21, 10, 12, 24, 18, 11, 13, 28, 22, 17]","[4, 7, 3]","[1, 10, 9, 5, 6, 8, 2]",51
394,256421d9-7856-4596-b352-88d5df40746e,2020-12-03 06:51:46,Texas,3,"[27, 17, 28, 11, 14, 10, 16, 22, 12, 18]","[2, 6, 7, 4, 5, 1, 8]","[9, 10, 3]",89
395,20d22db8-a797-4a60-9252-4387196a9b97,2020-12-03 06:51:46,Texas,9,"[12, 27, 10, 20, 14, 15, 24, 25, 16, 21]",[4],"[1, 2, 5, 3, 8, 6, 7, 9, 10]",48
396,ccae9c40-e647-4c99-a0b3-85eb3ea2c403,2020-12-03 06:51:46,Florida,7,"[22, 18, 19, 15, 27, 12, 11, 29, 17, 14]","[3, 10, 5]","[4, 7, 6, 2, 1, 9, 8]",87
397,02876fdb-1f34-4395-811f-7dd0302ce0e1,2020-12-03 06:51:46,Georgia,7,"[25, 26, 24, 22, 18, 21, 14, 20, 15, 27]","[6, 4, 10]","[8, 5, 3, 7, 2, 1, 9]",76
398,f628939e-1a57-44cd-8ac8-08cd361733f2,2020-12-03 06:51:46,California,10,"[16, 28, 22, 29, 14, 15, 11, 20, 17, 21]",[],"[10, 2, 6, 5, 1, 9, 8, 3, 7, 4]",44
399,d57fe0b7-20f3-4ff1-b758-c5a0699fbe46,2020-12-03 06:51:46,Texas,2,"[11, 13, 20, 21, 29, 14, 17, 26, 28, 25]","[1, 6, 7, 8, 3, 10, 5, 9]","[4, 2]",34
400,2138de23-aca7-454a-afc2-b91325376fd4,2020-12-03 06:51:46,New York,4,"[20, 15, 22, 12, 23, 24, 10, 11, 21, 17]","[7, 6, 1, 8, 4, 2]","[9, 10, 5, 3]",69
401,a3ee0eee-3f35-4a39-b87f-38784589c637,2020-12-03 06:51:46,Florida,6,"[19, 29, 25, 27, 16, 20, 15, 10, 12, 14]","[9, 3, 10, 2]","[1, 5, 4, 7, 8, 6]",92
402,f830a15c-f3b0-410b-9d46-1f9081628705,2020-12-03 06:51:46,California,8,"[27, 20, 15, 23, 14, 10, 24, 19, 22, 26]","[8, 1]","[7, 2, 6, 3, 5, 10, 9, 4]",22
403,0601d2e0-a7a4-42eb-a281-d50da9176669,2020-12-03 06:51:46,Texas,1,"[21, 29, 10, 16, 27, 15, 19, 14, 20, 18]","[2, 8, 10, 4, 1, 9, 6, 3, 5]",[7],6
404,a1076689-f3b9-4267-99f2-a62310b0af44,2020-12-03 06:51:46,California,7,"[12, 21, 25, 19, 18, 28, 23, 17, 14, 20]","[5, 2, 6]","[9, 4, 7, 8, 1, 10, 3]",0
405,b1b0c072-9fc5-4d15-85a0-d8efb870bda8,2020-12-03 06:51:46,Florida,10,"[18, 16, 11, 26, 25, 10, 27, 21, 29, 22]",[],"[1, 9, 3, 4, 7, 2, 8, 6, 5, 10]",74
406,30eb5092-a520-489c-8284-0f3cf7111404,2020-12-03 06:51:46,Georgia,5,"[10, 20, 18, 14, 21, 16, 11, 22, 13, 19]","[2, 10, 3, 8, 5]","[7, 4, 9, 6, 1]",93
407,2cf98e9a-c1f1-4c86-b818-adc5bd69a6ec,2020-12-03 06:51:46,Florida,9,"[23, 12, 28, 22, 11, 25, 21, 29, 17, 20]",[8],"[1, 9, 10, 4, 3, 5, 2, 7, 6]",13
408,dc1e7236-090d-4e8a-87e4-24dae745b583,2020-12-03 06:51:46,Georgia,6,"[10, 23, 26, 17, 11, 21, 15, 22, 20, 16]","[9, 8, 4, 2]","[3, 1, 10, 7, 6, 5]",39
409,6a4ad1fd-569b-4455-b6dc-1449516cbeb2,2020-12-03 06:51:46,New York,3,"[16, 15, 25, 20, 10, 17, 28, 11, 24, 27]","[2, 6, 7, 4, 8, 1, 3]","[10, 5, 9]",70
410,c427012e-3131-4d0a-8e34-f87c1b039f52,2020-12-03 06:51:46,New York,7,"[18, 16, 20, 13, 23, 27, 12, 19, 21, 24]","[10, 3, 7]","[1, 4, 8, 5, 2, 9, 6]",28
411,55900af8-d9eb-4400-8072-ea40fc83b82f,2020-12-03 06:51:46,California,9,"[14, 27, 24, 22, 23, 20, 28, 25, 29, 13]",[3],"[7, 9, 1, 6, 10, 4, 5, 8, 2]",40
412,9ca42241-b775-498d-b67e-93ca2ffbb336,2020-12-03 06:51:46,California,3,"[14, 29, 18, 27, 11, 21, 22, 13, 17, 15]","[1, 8, 9, 5, 4, 3, 10]","[2, 7, 6]",62
413,f84b843d-bb56-4e9f-b288-d2c5565d65d1,2020-12-03 06:51:46,New York,7,"[25, 26, 11, 24, 12, 16, 28, 19, 23, 18]","[5, 3, 4]","[10, 8, 9, 6, 1, 2, 7]",37
414,e3b348ad-114d-400e-a5d6-f3fab6aeae83,2020-12-03 06:51:46,New York,2,"[13, 15, 16, 25, 24, 27, 23, 26, 20, 29]","[2, 10, 7, 4, 3, 6, 1, 8]","[9, 5]",78
415,6ddaba3d-6bcc-443e-a81d-d113d14a68ce,2020-12-03 06:51:46,New York,6,"[23, 11, 10, 18, 15, 22, 19, 26, 27, 25]","[2, 3, 4, 6]","[8, 9, 5, 7, 10, 1]",4
416,bd45c256-7d83-4767-9c10-7d476f60d262,2020-12-03 06:51:46,Georgia,6,"[28, 15, 18, 17, 27, 12, 20, 19, 14, 26]","[5, 2, 3, 9]","[4, 8, 10, 1, 7, 6]",12
417,059e3dc6-e59b-46b1-9adf-b1d32ec30b19,2020-12-03 06:51:46,California,1,"[21, 27, 29, 25, 22, 11, 28, 24, 12, 19]","[10, 3, 5, 6, 9, 1, 2, 7, 4]",[8],88
418,fe61078d-98ae-4e58-ab99-6b069b06451d,2020-12-03 06:51:46,Georgia,5,"[22, 12, 11, 29, 13, 28, 18, 27, 24, 21]","[3, 5, 6, 7, 8]","[9, 1, 2, 10, 4]",45
419,85389fc9-c22e-4567-a928-376358a0f519,2020-12-03 06:51:46,Georgia,7,"[23, 18, 16, 25, 17, 28, 11, 26, 21, 20]","[7, 1, 5]","[6, 8, 10, 2, 4, 9, 3]",87
420,5f8a5af3-391b-4403-9df0-d24eea20a9be,2020-12-03 06:51:46,California,9,"[12, 23, 16, 18, 14, 20, 11, 22, 17, 13]",[8],"[4, 5, 2, 1, 3, 6, 9, 7, 10]",89
421,c4c479a8-5d03-469b-a6fa-d138f3186a0a,2020-12-03 06:51:46,Georgia,7,"[25, 11, 20, 23, 26, 27, 22, 13, 18, 19]","[2, 8, 3]","[5, 6, 4, 1, 10, 7, 9]",78
422,709b11a2-b610-46e9-93b1-a99707bde767,2020-12-03 06:51:46,California,8,"[25, 18, 17, 12, 19, 11, 21, 14, 28, 10]","[7, 1]","[3, 5, 9, 8, 10, 6, 2, 4]",42
423,a986d677-4ea1-4b05-8d89-88132943d973,2020-12-03 06:51:46,New York,3,"[19, 22, 23, 26, 28, 29, 14, 13, 24, 27]","[4, 10, 5, 2, 1, 3, 6]","[9, 8, 7]",65
424,1e5085da-190d-4e37-92a8-a3be0d773bfc,2020-12-03 06:51:46,New York,10,"[17, 28, 19, 23, 18, 21, 14, 29, 16, 25]",[],"[4, 10, 5, 7, 1, 2, 8, 9, 3, 6]",1
425,1ca5d4b1-d2e6-4a92-a2c7-0343e52d2360,2020-12-03 06:51:46,California,1,"[29, 23, 10, 18, 28, 15, 26, 24, 19, 11]","[9, 2, 5, 4, 7, 3, 10, 1, 8]",[6],56
426,c205c9b1-20e7-4f26-9d1c-71e7fa481d00,2020-12-03 06:51:46,Georgia,9,"[16, 17, 21, 14, 15, 18, 24, 11, 13, 20]",[3],"[10, 5, 6, 4, 2, 8, 9, 7, 1]",85
427,e8435b17-0bf0-451d-8882-c6b5aa21be5a,2020-12-03 06:51:46,Florida,10,"[18, 21, 27, 11, 14, 13, 24, 16, 22, 17]",[],"[4, 10, 5, 2, 6, 3, 9, 7, 1, 8]",85
428,726aa3e1-ac9b-48aa-a882-77bf8353e2ed,2020-12-03 06:51:46,Florida,10,"[26, 12, 23, 20, 10, 16, 13, 14, 22, 28]",[],"[2, 6, 7, 9, 5, 10, 8, 1, 3, 4]",47
429,3cc908b3-af3d-4536-a141-d1fe4a8f39f5,2020-12-03 06:51:46,California,3,"[23, 22, 20, 15, 10, 17, 18, 28, 27, 16]","[7, 10, 3, 8, 1, 2, 4]","[5, 9, 6]",12
430,12eb923b-bdce-4a47-999d-78eb2fea3f98,2020-12-03 06:51:46,Georgia,5,"[29, 11, 10, 16, 12, 26, 22, 21, 14, 24]","[4, 9, 2, 8, 3]","[5, 7, 6, 10, 1]",39
431,698afb8e-7a8e-45ee-856c-24da0969ca75,2020-12-03 06:51:46,Florida,1,"[25, 27, 13, 28, 10, 17, 29, 12, 26, 11]","[6, 5, 8, 1, 10, 9, 3, 7, 4]",[2],23
432,a06ed93a-2d2f-4398-9a79-58c64814990c,2020-12-03 06:51:46,Florida,9,"[27, 25, 21, 24, 14, 16, 19, 10, 20, 13]",[1],"[5, 10, 2, 3, 7, 6, 4, 8, 9]",39
433,31862fbe-6ab5-451a-afca-b898ba6331b6,2020-12-03 06:51:46,New York,10,"[25, 13, 27, 19, 24, 21, 29, 10, 22, 20]",[],"[6, 9, 5, 1, 10, 4, 8, 2, 3, 7]",68
434,33e7c607-8538-4a7a-b672-69fd17296c3c,2020-12-03 06:51:46,Texas,5,"[15, 21, 26, 16, 22, 14, 20, 12, 25, 23]","[8, 9, 2, 6, 1]","[10, 7, 3, 4, 5]",28
435,5cf098d7-3818-42c7-ad55-7a57149b2c21,2020-12-03 06:51:46,New York,9,"[11, 27, 15, 14, 18, 12, 25, 26, 20, 21]",[9],"[7, 4, 10, 2, 3, 8, 6, 1, 5]",8
436,0e0d6d66-b590-410a-8445-06769a09c614,2020-12-03 06:51:46,New York,10,"[25, 24, 22, 11, 29, 28, 23, 18, 19, 27]",[],"[6, 8, 1, 4, 7, 9, 5, 2, 3, 10]",92
437,fa20e63a-7d8a-4eeb-9924-7660eb0ad99d,2020-12-03 06:51:46,Texas,2,"[25, 12, 10, 27, 23, 14, 29, 18, 24, 13]","[8, 10, 2, 4, 9, 6, 5, 3]","[7, 1]",36
438,bf4b5354-b530-4655-ad8d-48fb91d7bc9e,2020-12-03 06:51:46,California,4,"[17, 21, 16, 15, 26, 24, 13, 14, 19, 12]","[8, 6, 10, 1, 3, 7]","[9, 4, 5, 2]",3
439,977aa7d6-2c60-465a-be97-0d74520d3401,2020-12-03 06:51:46,Florida,6,"[23, 10, 26, 12, 24, 13, 29, 25, 28, 11]","[4, 5, 7, 8]","[9, 10, 3, 1, 6, 2]",37
440,25118f55-c7f1-4f25-855d-9d0a2fde29a5,2020-12-03 06:51:46,Florida,10,"[15, 10, 22, 19, 17, 13, 24, 20, 11, 12]",[],"[6, 1, 9, 5, 8, 10, 2, 4, 3, 7]",100
441,4cf32245-502b-4768-bf8d-2321beda045c,2020-12-03 06:51:46,Georgia,6,"[10, 21, 24, 14, 27, 28, 17, 20, 22, 19]","[9, 7, 10, 8]","[5, 6, 2, 4, 3, 1]",31
442,5b2e54e2-9ee1-4fc0-8da2-0bf7b3399368,2020-12-03 06:51:46,New York,2,"[25, 13, 21, 10, 24, 20, 29, 11, 26, 27]","[5, 3, 8, 1, 2, 7, 9, 6]","[4, 10]",43
443,a7421f9e-a16c-4dd9-b168-dcddecee3148,2020-12-03 06:51:46,Texas,7,"[16, 22, 13, 25, 19, 11, 21, 12, 28, 29]","[2, 6, 8]","[7, 4, 10, 3, 1, 9, 5]",55
444,a9cf3520-ee83-482e-bf94-060470970385,2020-12-03 06:51:46,New York,8,"[26, 25, 12, 24, 18, 10, 28, 29, 13, 16]","[8, 10]","[5, 6, 3, 7, 9, 4, 2, 1]",88
445,d8e73811-52f1-4fba-85a6-bd40acd426a7,2020-12-03 06:51:46,Florida,7,"[11, 14, 16, 24, 18, 23, 29, 13, 12, 28]","[9, 7, 5]","[1, 2, 8, 6, 3, 10, 4]",50
446,bdcd8fed-93fd-4547-9eb2-5c8e053d81df,2020-12-03 06:51:46,New York,8,"[12, 13, 15, 19, 21, 23, 17, 26, 29, 28]","[7, 2]","[6, 8, 1, 9, 4, 3, 10, 5]",40
447,194f9a32-f11d-490d-8207-303565d0ccd5,2020-12-03 06:51:46,California,7,"[26, 28, 22, 17, 25, 23, 24, 15, 11, 27]","[6, 2, 9]","[10, 1, 5, 8, 4, 7, 3]",48
448,00ee6f8f-19c6-4c84-ac9d-4002b3e83132,2020-12-03 06:51:46,Georgia,4,"[22, 23, 17, 19, 15, 28, 29, 26, 21, 20]","[4, 1, 3, 7, 5, 8]","[9, 6, 10, 2]",97
449,36b73f5e-690b-4518-b2c4-8b5cb03fca13,2020-12-03 06:51:46,Texas,3,"[28, 19, 29, 27, 21, 24, 25, 22, 11, 17]","[1, 4, 5, 3, 7, 6, 9]","[2, 10, 8]",49
450,075bed1b-bf4e-4957-9bc5-6b137230193f,2020-12-03 06:51:46,Florida,4,"[29, 16, 10, 26, 27, 14, 28, 17, 24, 12]","[4, 8, 10, 7, 1, 9]","[6, 3, 5, 2]",28
451,2e689c27-b2e5-4402-b83a-c1db9e552fd6,2020-12-03 06:51:46,Texas,9,"[27, 11, 25, 28, 12, 14, 13, 22, 16, 21]",[9],"[8, 2, 1, 10, 3, 5, 7, 6, 4]",46
452,e029e790-4654-4105-a50b-2c7c7a6412be,2020-12-03 06:51:46,Georgia,1,"[25, 13, 11, 24, 10, 28, 20, 22, 12, 26]","[4, 9, 1, 5, 2, 10, 6, 8, 3]",[7],75
453,21555814-81d0-40c2-b560-9635c9e32332,2020-12-03 06:51:46,California,3,"[27, 28, 20, 15, 12, 10, 17, 24, 11, 22]","[4, 9, 5, 8, 1, 2, 10]","[6, 3, 7]",67
454,9a45ac18-d683-4d25-aacb-f9dfcd8a64b9,2020-12-03 06:51:46,New York,6,"[15, 19, 29, 10, 22, 14, 12, 26, 17, 28]","[1, 3, 5, 7]","[9, 6, 8, 10, 2, 4]",52
455,ab53dbc0-5272-4e66-90b9-365d69055051,2020-12-03 06:51:46,Florida,8,"[28, 26, 19, 12, 20, 18, 27, 23, 25, 11]","[7, 1]","[6, 10, 9, 2, 3, 5, 8, 4]",28
456,2fc51615-bcb5-431a-afb7-ef6bc1a71052,2020-12-03 06:51:46,Texas,3,"[17, 29, 26, 13, 19, 22, 20, 11, 18, 15]","[7, 2, 1, 8, 5, 6, 9]","[10, 3, 4]",81
457,657f734a-ac67-466c-9699-c21dbe2905bd,2020-12-03 06:51:46,California,1,"[19, 27, 24, 25, 23, 17, 22, 20, 12, 14]","[9, 2, 1, 10, 8, 5, 4, 3, 7]",[6],66
458,059112b3-aff6-4c63-952c-0168e6291d50,2020-12-03 06:51:46,New York,2,"[25, 16, 28, 26, 17, 29, 14, 18, 22, 15]","[10, 6, 4, 9, 1, 7, 8, 2]","[5, 3]",57
459,86c44622-3382-4ee5-8114-190d87037692,2020-12-03 06:51:46,New York,8,"[25, 21, 20, 24, 12, 10, 16, 28, 27, 29]","[7, 8]","[10, 2, 9, 4, 3, 6, 1, 5]",69
460,8fdc1204-7fd2-4d61-90f4-b5a978134a5f,2020-12-03 06:51:46,Texas,4,"[16, 24, 10, 22, 19, 29, 21, 20, 27, 18]","[1, 6, 7, 8, 3, 4]","[9, 10, 2, 5]",81
461,ea9a4f78-a984-4a3c-8f94-fa66cdfac506,2020-12-03 06:51:46,Florida,2,"[17, 27, 16, 14, 24, 11, 13, 20, 18, 21]","[4, 3, 6, 2, 10, 9, 5, 8]","[7, 1]",32
462,6e067315-c80a-4f17-8cdf-7775ec509566,2020-12-03 06:51:46,California,4,"[22, 28, 29, 15, 11, 12, 13, 27, 17, 20]","[1, 7, 2, 9, 4, 8]","[10, 5, 6, 3]",80
463,5025a6dc-21ba-458b-98ac-bf5e7f5b75f6,2020-12-03 06:51:46,Florida,6,"[19, 26, 16, 23, 20, 15, 27, 11, 12, 17]","[2, 6, 9, 7]","[10, 3, 1, 8, 5, 4]",21
464,91f2ab3f-a312-4f18-925d-f04eb12d9850,2020-12-03 06:51:46,Georgia,3,"[21, 28, 10, 14, 15, 17, 19, 26, 27, 13]","[1, 3, 7, 8, 5, 2, 10]","[4, 6, 9]",15
465,9299d158-dd4a-4ffe-825e-8b9d3cccaa6f,2020-12-03 06:51:46,Florida,7,"[21, 14, 15, 20, 27, 16, 11, 26, 10, 12]","[5, 6, 8]","[3, 1, 9, 10, 4, 7, 2]",88
466,5aecc092-3289-4eb1-b1ff-8598adfcc3a8,2020-12-03 06:51:46,California,5,"[18, 24, 20, 28, 27, 29, 16, 26, 17, 10]","[1, 5, 9, 7, 3]","[6, 10, 2, 8, 4]",22
467,05f75dbd-37fe-4181-9b33-bc7fd1770478,2020-12-03 06:51:46,Texas,5,"[28, 18, 29, 16, 10, 27, 14, 17, 22, 11]","[10, 4, 5, 7, 1]","[8, 6, 2, 3, 9]",74
468,82ff5065-f306-42f0-8921-afbce8ce7333,2020-12-03 06:51:46,Texas,4,"[13, 17, 23, 25, 27, 26, 12, 19, 11, 24]","[9, 1, 6, 4, 7, 2]","[8, 3, 10, 5]",60
469,b060708c-6cd3-48a0-a072-71e69ffa774c,2020-12-03 06:51:46,California,9,"[22, 10, 27, 12, 20, 24, 29, 18, 11, 23]",[8],"[9, 6, 7, 4, 1, 2, 10, 3, 5]",54
470,4605113a-8eac-4377-a10f-fd30ef75acd1,2020-12-03 06:51:46,Florida,5,"[13, 14, 26, 21, 29, 17, 15, 27, 22, 12]","[6, 3, 4, 8, 10]","[1, 2, 9, 5, 7]",95
471,6c6c776d-469b-492f-bd7f-042b5e5e2c2d,2020-12-03 06:51:46,Florida,6,"[18, 10, 13, 15, 14, 27, 20, 22, 19, 29]","[4, 1, 8, 3]","[5, 7, 9, 2, 6, 10]",42
472,20bf0163-fcae-40b5-a988-46ad6aef2e91,2020-12-03 06:51:46,New York,8,"[12, 17, 16, 11, 14, 23, 21, 22, 26, 29]","[7, 1]","[3, 4, 2, 6, 9, 5, 8, 10]",95
473,bfc2a603-f0ce-4799-97bb-1d734385546a,2020-12-03 06:51:46,Texas,8,"[13, 26, 16, 22, 18, 19, 20, 23, 28, 27]","[7, 4]","[8, 5, 6, 9, 2, 3, 1, 10]",2
474,a9f9f683-5dcb-42f9-84fb-653b045871e9,2020-12-03 06:51:46,California,7,"[17, 12, 11, 29, 13, 20, 14, 24, 27, 15]","[6, 10, 3]","[8, 4, 5, 2, 7, 9, 1]",91
475,0f66cc51-f0a3-427c-ac9c-7eeaecd2f057,2020-12-03 06:51:46,New York,4,"[21, 24, 28, 15, 14, 27, 19, 17, 18, 11]","[1, 4, 2, 3, 10, 5]","[7, 8, 6, 9]",50
476,00cfe50a-c8e0-474f-8bb4-636c1167767b,2020-12-03 06:51:46,Florida,3,"[15, 17, 22, 11, 29, 24, 12, 21, 14, 27]","[3, 5, 4, 1, 9, 2, 8]","[6, 10, 7]",9
477,7cfad785-99ce-46f9-87d6-23a78a7db413,2020-12-03 06:51:46,Georgia,4,"[13, 21, 15, 28, 12, 16, 11, 29, 26, 25]","[7, 4, 10, 3, 8, 5]","[9, 6, 2, 1]",14
478,63de60d6-867e-48cd-9e35-2b4bdbad386e,2020-12-03 06:51:46,Georgia,1,"[11, 18, 27, 23, 22, 10, 28, 20, 21, 14]","[5, 8, 1, 2, 10, 3, 4, 6, 7]",[9],65
479,9f590964-8fad-4d99-8134-451f8e13dda0,2020-12-03 06:51:46,New York,3,"[15, 13, 19, 23, 22, 10, 11, 17, 14, 20]","[2, 8, 6, 7, 4, 3, 9]","[5, 1, 10]",78
480,93120120-e45f-4b95-a4ab-ad1b4637d096,2020-12-03 06:51:46,Florida,10,"[11, 26, 20, 21, 22, 24, 16, 25, 10, 14]",[],"[6, 4, 1, 2, 8, 5, 9, 10, 3, 7]",74
481,ff2759c9-2a48-4512-8f0a-82628164128c,2020-12-03 06:51:46,Texas,5,"[29, 14, 22, 11, 27, 24, 17, 23, 25, 10]","[6, 9, 5, 8, 7]","[2, 3, 4, 1, 10]",59
482,8a11e175-d7bd-47f6-abc9-ee2c6b8ec415,2020-12-03 06:51:46,California,8,"[18, 26, 28, 15, 24, 21, 19, 10, 29, 25]","[4, 7]","[5, 9, 1, 3, 6, 10, 2, 8]",89
483,b328011c-7342-490b-bced-73e3e7fa1f02,2020-12-03 06:51:46,New York,4,"[20, 17, 12, 27, 14, 25, 22, 28, 23, 10]","[3, 8, 4, 6, 5, 7]","[10, 2, 9, 1]",72
484,5665d96a-c148-4724-b81d-0d957903c869,2020-12-03 06:51:46,California,6,"[28, 17, 21, 25, 16, 20, 10, 12, 18, 13]","[10, 7, 2, 6]","[4, 1, 9, 5, 8, 3]",100
485,b4218dbb-d0f3-4d93-af73-cf3dea7bcae3,2020-12-03 06:51:46,New York,5,"[26, 13, 21, 22, 23, 28, 10, 12, 29, 20]","[1, 3, 6, 5, 10]","[8, 7, 9, 4, 2]",35
486,6a107bf9-a6ae-42f0-bc95-792767caac5d,2020-12-03 06:51:46,New York,8,"[24, 15, 28, 13, 21, 26, 11, 17, 22, 19]","[1, 5]","[6, 7, 4, 9, 3, 2, 8, 10]",22
487,325eedd6-1256-4849-af64-692e278cb1c0,2020-12-03 06:51:46,Georgia,2,"[17, 20, 21, 23, 24, 13, 19, 28, 26, 27]","[3, 7, 9, 4, 6, 8, 5, 10]","[2, 1]",59
488,a718f22e-3944-4208-99fe-526eb86d0e40,2020-12-03 06:51:46,Florida,3,"[11, 21, 27, 22, 20, 24, 18, 29, 19, 14]","[2, 5, 8, 9, 3, 10, 1]","[7, 6, 4]",79
